i,comhash,comhash0
3214, 17, 10
3215, 245, 10
3216, 0, 6
3217, 447, 11
3218, 45, 8
3219, 260, 6
3220, 6, 9
3221, 33, 1
3222, 3, 3
3223, 3, 12
3224, 9, 7
3225, 48, 5
3226, 14, 9
3227, 7, 13
3228, 24, 7
3229, 9, 3
3230, 17, 10
3231, 273, 4
3232, 0, 8
3233, 446, 5
3234, 45, 6
3235, 292, 5
3236, 10, 4
3237, 45, 8
3238, 3, 7
3239, 1, 10
3240, 3, 6
3241, 49, 6
3242, 15, 7
3243, 1, 2
3244, 26, 5
3245, 7, 4
3246, 21, 2
3247, 231, 2
3248, 1, 6
3249, 430, 10
3250, 54, 6
3251, 227, 4
3252, 9, 4
3253, 49, 1
3254, 1, 9
3255, 3, 2
3256, 10, 4
3257, 43, 9
3258, 24, 1
3259, 3, 5
3260, 13, 1
3261, 11, 5
3262, 20, 6
3263, 248, 8
3264, 0, 4
3265, 386, 2
3266, 52, 4
3267, 271, 5
3268, 8, 9
3269, 43, 5
3270, 2, 5
3271, 4, 4
3272, 4, 5
3273, 40, 1
3274, 23, 5
3275, 3, 2
3276, 17, 4
3277, 18, 3
3278, 17, 4
3279, 287, 7
3280, 2, 4
3281, 435, 1
3282, 42, 4
3283, 299, 5
3284, 15, 5
3285, 37, 7
3286, 1, 6
3287, 5, 7
3288, 5, 0
3289, 43, 6
3290, 15, 3
3291, 4, 4
3292, 24, 6
3293, 11, 1
3294, 29, 5
3295, 246, 3
3296, 0, 9
3297, 427, 6
3298, 40, 2
3299, 283, 3
3300, 9, 4
3301, 48, 2
3302, 1, 5
3303, 5, 6
3304, 2, 6
3305, 58, 5
3306, 23, 1
3307, 4, 5
3308, 15, 5
3309, 11, 3
3310, 17, 2
3311, 232, 1
3312, 0, 6
3313, 430, 3
3314, 48, 3
3315, 297, 3
3316, 10, 4
3317, 51, 4
3318, 0, 6
3319, 6, 4
3320, 7, 1
3321, 50, 5
3322, 23, 1
3323, 1, 5
3324, 18, 6
3325, 10, 2
3326, 11, 4
3327, 251, 2
3328, 1, 1
3329, 402, 5
3330, 47, 2
3331, 288, 3
3332, 9, 2
3333, 59, 4
3334, 0, 4
3335, 2, 0
3336, 6, 8
3337, 55, 5
3338, 16, 1
3339, 2, 4
3340, 21, 1
3341, 11, 5
3342, 22, 5
3343, 261, 0
3344, 0, 3
3345, 442, 5
3346, 48, 5
3347, 259, 3
3348, 11, 4
3349, 59, 6
3350, 1, 4
3351, 1, 3
3352, 2, 3
3353, 50, 2
3354, 21, 6
3355, 2, 2
3356, 20, 11
3357, 5, 3
3358, 17, 2
3359, 269, 3
3360, 0, 3
3361, 470, 2
3362, 49, 1
3363, 252, 2
3364, 10, 4
3365, 56, 7
3366, 1, 1
3367, 7, 0
3368, 4, 3
3369, 48, 1
3370, 20, 5
3371, 6, 4
3372, 20, 4
3373, 11, 4
3374, 11, 0
3375, 251, 2
3376, 0, 2
3377, 456, 3
3378, 31, 3
3379, 275, 4
3380, 10, 0
3381, 51, 4
3382, 1, 2
3383, 4, 1
3384, 4, 1
3385, 53, 2
3386, 24, 5
3387, 3, 3
3388, 18, 4
3389, 4, 6
3390, 16, 0
3391, 271, 2
3392, 1, 1
3393, 453, 1
3394, 59, 6
3395, 243, 1
3396, 6, 3
3397, 58, 5
3398, 1, 4
3399, 4, 4
3400, 5, 0
3401, 49, 1
3402, 33, 4
3403, 6, 0
3404, 25, 2
3405, 14, 1
3406, 18, 1
3407, 285, 2
3408, 2, 1
3409, 449, 1
3410, 60, 3
3411, 284, 2
3412, 10, 1
3413, 61, 2
3414, 1, 6
3415, 2, 4
3416, 3, 0
3417, 50, 1
3418, 21, 1
3419, 7, 2
3420, 17, 2
3421, 9, 1
3422, 27, 7
3423, 242, 1
3424, 1, 1
3425, 424, 1
3426, 45, 6
3427, 231, 4
3428, 15, 5
3429, 44, 0
3430, 3, 1
3431, 1, 0
3432, 0, 0
3433, 47, 3
3434, 19, 1
3435, 3, 3
3436, 24, 0
3437, 9, 1
3438, 21, 5
3439, 231, 0
3440, 1, 5
3441, 426, 1
3442, 39, 1
3443, 270, 2
3444, 6, 3
3445, 51, 1
3446, 2, 2
3447, 3, 1
3448, 5, 0
3449, 49, 2
3450, 20, 1
3451, 4, 4
3452, 17, 0
3453, 12, 0
3454, 16, 2
3455, 289, 4
3456, 1, 3
3457, 443, 1
3458, 53, 8
3459, 237, 1
3460, 11, 1
3461, 48, 0
3462, 1, 4
3463, 2, 0
3464, 4, 5
3465, 48, 3
3466, 24, 4
3467, 2, 1
3468, 16, 0
3469, 9, 0
3470, 27, 5
3471, 230, 1
3472, 0, 1
3473, 432, 0
3474, 49, 4
3475, 206, 2
3476, 7, 2
3477, 36, 1
3478, 0, 1
3479, 3, 2
3480, 6, 1
3481, 39, 0
3482, 21, 5
3483, 2, 2
3484, 21, 2
3485, 11, 1
3486, 16, 0
3487, 267, 1
3488, 0, 3
3489, 446, 2
3490, 41, 0
3491, 241, 1
3492, 13, 3
3493, 50, 6
3494, 1, 1
3495, 1, 2
3496, 1, 5
3497, 51, 2
3498, 13, 0
3499, 2, 1
3500, 20, 0
3501, 4, 1
3502, 19, 0
3503, 230, 2
3504, 2, 3
3505, 409, 5
3506, 46, 1
3507, 267, 0
3508, 7, 0
3509, 47, 1
3510, 2, 2
3511, 1, 2
3512, 2, 0
3513, 53, 0
3514, 35, 0
3515, 5, 2
3516, 19, 1
3517, 12, 5
3518, 22, 0
3519, 211, 1
3520, 1, 0
3521, 429, 0
3522, 55, 1
3523, 281, 4
3524, 5, 2
3525, 58, 0
3526, 2, 1
3527, 3, 0
3528, 8, 3
3529, 56, 0
3530, 20, 0
3531, 8, 6
3532, 20, 0
3533, 9, 1
3534, 21, 1
3535, 230, 1
3536, 3, 0
3537, 433, 0
3538, 52, 1
3539, 270, 4
3540, 11, 2
3541, 53, 0
3542, 4, 0
3543, 6, 0
3544, 3, 3
3545, 41, 0
3546, 16, 1
3547, 2, 4
3548, 19, 0
3549, 14, 2
3550, 13, 3
3551, 250, 1
3552, 0, 0
3553, 403, 0
3554, 41, 0
3555, 249, 1
3556, 6, 0
3557, 52, 1
3558, 2, 0
3559, 1, 1
3560, 3, 2
3561, 59, 0
3562, 29, 3
3563, 0, 3
3564, 17, 3
3565, 6, 2
3566, 19, 2
3567, 17494, 0
3568, 4, 1
3569, 441, 0
3570, 45, 1
3571, 259, 2
3572, 8, 0
3573, 61, 2
3574, 1, 4
3575, 3, 1
3576, 9, 0
3577, 62, 0
3578, 19, 0
3579, 7, 0
3580, 14, 3
3581, 13, 1
3582, 14, 0
3583, 251, 0
3584, 0, 0
3585, 394, 0
3586, 55, 0
3587, 263, 0
3588, 9, 1
3589, 51, 0
3590, 2, 2
3591, 3, 0
3592, 5, 0
3593, 68, 0
3594, 27, 1
3595, 4, 0
3596, 9, 0
3597, 10, 1
3598, 17, 0
3599, 245, 0
3600, 0, 3
3601, 470, 1
3602, 50, 1
3603, 247, 2
3604, 7, 0
3605, 45, 0
3606, 0, 0
3607, 1, 2
3608, 7, 2
3609, 53, 0
3610, 26, 2
3611, 4, 2
3612, 18, 0
3613, 12, 0
3614, 26, 0
3615, 268, 0
3616, 0, 0
3617, 407, 1
3618, 58, 1
3619, 264, 0
3620, 9, 0
3621, 47, 2
3622, 3, 1
3623, 3, 0
3624, 4, 0
3625, 57, 1
3626, 16, 0
3627, 3, 0
3628, 17, 1
3629, 11, 2
3630, 15, 0
3631, 254, 0
3632, 0, 1
3633, 416, 1
3634, 55, 2
3635, 256, 1
3636, 14, 0
3637, 44, 0
3638, 2, 1
3639, 6, 1
3640, 3, 1
3641, 40, 0
3642, 31, 0
3643, 1, 1
3644, 25, 2
3645, 11, 0
3646, 17, 1
3647, 257, 1
3648, 0, 0
3649, 429, 1
3650, 52, 0
3651, 287, 2
3652, 7, 0
3653, 56, 1
3654, 0, 2
3655, 1, 0
3656, 5, 0
3657, 63, 0
3658, 15, 1
3659, 3, 1
3660, 20, 0
3661, 7, 0
3662, 13, 0
3663, 265, 1
3664, 0, 0
3665, 414, 1
3666, 45, 1
3667, 261, 0
3668, 5, 3
3669, 46, 0
3670, 1, 0
3671, 3, 2
3672, 4, 1
3673, 59, 2
3674, 24, 2
3675, 3, 0
3676, 21, 1
3677, 13, 0
3678, 20, 0
3679, 223, 0
3680, 0, 1
3681, 417, 2
3682, 52, 0
3683, 240, 0
3684, 6, 0
3685, 54, 1
3686, 1, 2
3687, 4, 0
3688, 2, 0
3689, 46, 0
3690, 16, 2
3691, 4, 0
3692, 22, 2
3693, 6, 1
3694, 28, 0
3695, 257, 0
3696, 0, 2
3697, 465, 6
3698, 32, 1
3699, 296, 1
3700, 9, 1
3701, 44, 1
3702, 2, 0
3703, 0, 0
3704, 3, 0
3705, 51, 2
3706, 29, 0
3707, 0, 1
3708, 16, 1
3709, 8, 0
3710, 11, 0
3711, 250, 0
3712, 0, 1
3713, 439, 0
3714, 41, 0
3715, 285, 0
3716, 8, 0
3717, 57, 0
3718, 1, 1
3719, 2, 0
3720, 8, 2
3721, 52, 0
3722, 22, 0
3723, 0, 0
3724, 18, 3
3725, 9, 0
3726, 15, 0
3727, 262, 0
3728, 1, 0
3729, 470, 1
3730, 55, 2
3731, 232, 0
3732, 7, 0
3733, 35, 0
3734, 0, 1
3735, 4, 0
3736, 9, 0
3737, 59, 0
3738, 15, 0
3739, 6, 2
3740, 17, 0
3741, 7, 1
3742, 22, 0
3743, 247, 0
3744, 0, 0
3745, 458, 0
3746, 39, 2
3747, 267, 2
3748, 7, 0
3749, 54, 0
3750, 0, 1
3751, 2, 0
3752, 1, 0
3753, 59, 1
3754, 17, 1
3755, 2, 0
3756, 15, 0
3757, 8, 0
3758, 11, 0
3759, 248, 0
3760, 2, 0
3761, 439, 0
3762, 36, 0
3763, 274, 0
3764, 10, 0
3765, 47, 1
3766, 2, 0
3767, 0, 0
3768, 1, 1
3769, 59, 1
3770, 28, 1
3771, 1, 0
3772, 21, 1
3773, 11, 2
3774, 17, 0
3775, 269, 0
3776, 1, 1
3777, 424, 0
3778, 48, 0
3779, 267, 0
3780, 7, 0
3781, 54, 1
3782, 0, 0
3783, 0, 1
3784, 6, 0
3785, 49, 0
3786, 22, 0
3787, 5, 1
3788, 23, 0
3789, 10, 0
3790, 26, 1
3791, 271, 2
3792, 0, 0
3793, 425, 1
3794, 47, 0
3795, 277, 0
3796, 19, 0
3797, 35, 1
3798, 1, 0
3799, 1, 0
3800, 2, 0
3801, 53, 0
3802, 37, 0
3803, 2, 0
3804, 16, 0
3805, 6, 0
3806, 14, 0
3807, 252, 0
3808, 0, 0
3809, 442, 1
3810, 36, 2
3811, 266, 0
3812, 10, 1
3813, 55, 0
3814, 3, 0
3815, 4, 0
3816, 5, 0
3817, 49, 2
3818, 23, 1
3819, 2, 0
3820, 23, 0
3821, 9, 0
3822, 13, 2
3823, 261, 0
3824, 0, 0
3825, 438, 0
3826, 59, 0
3827, 278, 0
3828, 8, 0
3829, 59, 0
3830, 2, 0
3831, 6, 0
3832, 3, 0
3833, 43, 0
3834, 21, 0
3835, 4, 0
3836, 17, 0
3837, 15, 1
3838, 15, 1
3839, 282, 0
3840, 0, 0
3841, 461, 0
3842, 58, 0
3843, 242, 2
3844, 13, 0
3845, 52, 0
3846, 1, 0
3847, 2, 0
3848, 2, 0
3849, 45, 0
3850, 15, 0
3851, 2, 0
3852, 23, 0
3853, 4, 0
3854, 14, 0
3855, 248, 0
3856, 0, 2
3857, 425, 0
3858, 41, 0
3859, 279, 2
3860, 20, 1
3861, 57, 0
3862, 2, 0
3863, 2, 0
3864, 7, 0
3865, 54, 0
3866, 17, 1
3867, 3, 2
3868, 17, 0
3869, 7, 0
3870, 16, 0
3871, 229, 1
3872, 0, 2
3873, 425, 0
3874, 56, 0
3875, 276, 0
3876, 11, 0
3877, 39, 0
3878, 1, 1
3879, 3, 1
3880, 3, 0
3881, 21, 0
3882, 22, 0
3883, 5, 1
3884, 32, 0
3885, 10, 1
3886, 13, 0
3887, 255, 1
3888, 0, 0
3889, 450, 0
3890, 48, 0
3891, 264, 3
3892, 6, 0
3893, 59, 1
3894, 1, 0
3895, 4, 0
3896, 5, 2
3897, 60, 0
3898, 18, 1
3899, 6, 0
3900, 20, 0
3901, 8, 0
3902, 20, 0
3903, 250, 1
3904, 0, 0
3905, 430, 1
3906, 46, 0
3907, 265, 1
3908, 11, 0
3909, 43, 0
3910, 1, 0
3911, 2, 0
3912, 6, 0
3913, 47, 0
3914, 25, 0
3915, 4, 1
3916, 14, 0
3917, 9, 0
3918, 22, 0
3919, 259, 0
3920, 0, 1
3921, 417, 0
3922, 49, 0
3923, 281, 1
3924, 13, 0
3925, 38, 0
3926, 3, 0
3927, 4, 0
3928, 2, 0
3929, 60, 0
3930, 20, 1
3931, 6, 0
3932, 17, 0
3933, 4, 0
3934, 22, 0
3935, 251, 0
3936, 0, 0
3937, 467, 0
3938, 40, 2
3939, 266, 2
3940, 12, 0
3941, 44, 1
3942, 2, 0
3943, 1, 0
3944, 3, 0
3945, 69, 0
3946, 23, 0
3947, 3, 0
3948, 21, 0
3949, 9, 0
3950, 15, 0
3951, 241, 0
3952, 0, 0
3953, 436, 0
3954, 49, 0
3955, 270, 1
3956, 9, 0
3957, 58, 0
3958, 1, 0
3959, 1, 0
3960, 3, 0
3961, 48, 0
3962, 18, 0
3963, 6, 0
3964, 22, 0
3965, 13, 0
3966, 27, 0
3967, 246, 0
3968, 0, 0
3969, 444, 0
3970, 47, 1
3971, 328, 0
3972, 11, 0
3973, 52, 0
3974, 1, 2
3975, 1, 0
3976, 3, 0
3977, 53, 0
3978, 21, 0
3979, 2, 0
3980, 18, 0
3981, 8, 0
3982, 23, 0
3983, 254, 0
3984, 1, 0
3985, 455, 0
3986, 39, 1
3987, 276, 0
3988, 7, 0
3989, 60, 0
3990, 1, 0
3991, 3, 0
3992, 7, 0
3993, 31, 0
3994, 12, 0
3995, 2, 0
3996, 20, 0
3997, 7, 0
3998, 22, 1
3999, 216, 0
4000, 0, 0
4001, 417, 0
4002, 53, 1
4003, 262, 0
4004, 12, 1
4005, 51, 0
4006, 3, 0
4007, 1, 0
4008, 2, 0
4009, 59, 0
4010, 27, 0
4011, 4, 0
4012, 20, 0
4013, 13, 0
4014, 20, 0
4015, 228, 0
4016, 0, 0
4017, 421, 0
4018, 46, 0
4019, 254, 0
4020, 8, 0
4021, 47, 0
4022, 0, 0
4023, 2, 0
4024, 3, 0
4025, 58, 0
4026, 29, 0
4027, 6, 0
4028, 16, 0
4029, 10, 0
4030, 17, 0
4031, 250, 1
4032, 1, 0
4033, 428, 0
4034, 44, 0
4035, 232, 0
4036, 18, 0
4037, 39, 1
4038, 3, 1
4039, 1, 0
4040, 6, 0
4041, 54, 0
4042, 18, 0
4043, 7, 1
4044, 15, 0
4045, 7, 0
4046, 25, 0
4047, 246, 0
4048, 0, 0
4049, 495, 0
4050, 38, 0
4051, 294, 0
4052, 7, 0
4053, 40, 1
4054, 0, 0
4055, 2, 0
4056, 4, 0
4057, 67, 0
4058, 22, 0
4059, 4, 0
4060, 14, 0
4061, 4, 0
4062, 17, 0
4063, 263, 0
4064, 0, 1
4065, 408, 0
4066, 31, 0
4067, 265, 0
4068, 11, 0
4069, 56, 0
4070, 2, 0
4071, 3, 0
4072, 2, 0
4073, 61, 0
4074, 21, 0
4075, 2, 0
4076, 20, 0
4077, 6, 0
4078, 16, 0
4079, 266, 0
4080, 0, 0
4081, 451, 0
4082, 52, 0
4083, 257, 0
4084, 6, 0
4085, 60, 0
4086, 4, 0
4087, 0, 0
4088, 5, 0
4089, 46, 0
4090, 28, 0
4091, 3, 0
4092, 23, 0
4093, 18, 0
4094, 18, 0
4095, 248, 0
4096, 0, 0
4097, 449, 0
4098, 35, 2
4099, 258, 0
4100, 13, 0
4101, 50, 0
4102, 2, 0
4103, 2, 0
4104, 7, 0
4105, 63, 0
4106, 16, 0
4107, 4, 0
4108, 20, 0
4109, 12, 0
4110, 16, 0
4111, 268, 0
4112, 0, 0
4113, 434, 0
4114, 49, 0
4115, 230, 0
4116, 13, 0
4117, 53, 0
4118, 1, 0
4119, 7, 0
4120, 9, 1
4121, 55, 1
4122, 23, 1
4123, 6, 0
4124, 20, 0
4125, 9, 0
4126, 14, 0
4127, 256, 0
4128, 1, 0
4129, 447, 0
4130, 51, 0
4131, 278, 0
4132, 10, 0
4133, 46, 0
4134, 0, 0
4135, 4, 0
4136, 2, 1
4137, 45, 0
4138, 23, 0
4139, 2, 0
4140, 19, 0
4141, 9, 0
4142, 22, 0
4143, 287, 0
4144, 3, 0
4145, 420, 0
4146, 51, 0
4147, 263, 0
4148, 15, 1
4149, 49, 0
4150, 2, 0
4151, 3, 1
4152, 6, 0
4153, 55, 0
4154, 20, 0
4155, 2, 0
4156, 22, 0
4157, 6, 0
4158, 27, 0
4159, 228, 0
4160, 1, 0
4161, 433, 0
4162, 31, 0
4163, 281, 0
4164, 11, 0
4165, 56, 0
4166, 2, 0
4167, 0, 0
4168, 6, 0
4169, 47, 0
4170, 31, 0
4171, 2, 0
4172, 27, 0
4173, 5, 0
4174, 18, 0
4175, 236, 0
4176, 0, 0
4177, 453, 0
4178, 55, 0
4179, 273, 0
4180, 9, 0
4181, 48, 0
4182, 0, 0
4183, 1, 0
4184, 1, 0
4185, 43, 0
4186, 26, 0
4187, 2, 0
4188, 20, 0
4189, 6, 0
4190, 22, 0
4191, 271, 0
4192, 2, 0
4193, 425, 0
4194, 37, 0
4195, 261, 1
4196, 12, 0
4197, 45, 0
4198, 0, 0
4199, 2, 0
4200, 4, 0
4201, 45, 0
4202, 24, 0
4203, 7, 0
4204, 16, 0
4205, 5, 0
4206, 16, 0
4207, 228, 0
4208, 0, 0
4209, 428, 0
4210, 29, 0
4211, 266, 0
4212, 19, 0
4213, 60, 0
4214, 3, 0
4215, 2, 0
4216, 2, 0
4217, 62, 0
4218, 27, 0
4219, 5, 0
4220, 27, 0
4221, 15, 0
4222, 20, 0
4223, 254, 0
4224, 1, 0
4225, 433, 0
4226, 41, 0
4227, 280, 0
4228, 9, 0
4229, 40, 0
4230, 5, 1
4231, 1, 0
4232, 2, 0
4233, 54, 0
4234, 23, 0
4235, 6, 0
4236, 16, 0
4237, 14, 0
4238, 20, 0
4239, 233, 0
4240, 1, 0
4241, 436, 0
4242, 42, 0
4243, 230, 0
4244, 14, 0
4245, 54, 0
4246, 3, 0
4247, 3, 0
4248, 7, 0
4249, 45, 0
4250, 28, 0
4251, 9, 0
4252, 24, 0
4253, 9, 0
4254, 20, 0
4255, 263, 0
4256, 1, 0
4257, 431, 0
4258, 62, 0
4259, 259, 0
4260, 3, 0
4261, 56, 0
4262, 3, 0
4263, 4, 1
4264, 3, 0
4265, 45, 0
4266, 27, 0
4267, 6, 0
4268, 20, 0
4269, 5, 0
4270, 16, 0
4271, 239, 0
4272, 2, 0
4273, 417, 0
4274, 34, 0
4275, 272, 0
4276, 9, 0
4277, 58, 0
4278, 1, 0
4279, 5, 0
4280, 2, 0
4281, 51, 0
4282, 24, 0
4283, 5, 0
4284, 21, 0
4285, 18, 0
4286, 16, 0
4287, 242, 0
4288, 0, 0
4289, 420, 0
4290, 49, 0
4291, 281, 0
4292, 14, 0
4293, 47, 0
4294, 3, 0
4295, 3, 0
4296, 3, 0
4297, 55, 0
4298, 14, 0
4299, 4, 0
4300, 20, 0
4301, 6, 0
4302, 21, 0
4303, 260, 0
4304, 1, 0
4305, 457, 0
4306, 40, 0
4307, 271, 0
4308, 5, 0
4309, 46, 0
4310, 1, 0
4311, 7, 0
4312, 3, 0
4313, 71, 0
4314, 21, 0
4315, 3, 0
4316, 24, 0
4317, 7, 0
4318, 21, 0
4319, 286, 0
4320, 0, 0
4321, 449, 0
4322, 52, 0
4323, 271, 0
4324, 9, 0
4325, 40, 0
4326, 0, 0
4327, 1, 0
4328, 0, 0
4329, 54, 0
4330, 17, 0
4331, 1, 0
4332, 25, 0
4333, 10, 0
4334, 16, 0
4335, 254, 0
4336, 0, 0
4337, 413, 0
4338, 49, 0
4339, 269, 0
4340, 12, 0
4341, 38, 0
4342, 0, 0
4343, 6, 0
4344, 2, 0
4345, 66, 0
4346, 16, 0
4347, 9, 0
4348, 15, 0
4349, 14, 0
4350, 13, 0
4351, 248, 0
4352, 0, 0
4353, 458, 0
4354, 37, 0
4355, 273, 0
4356, 10, 0
4357, 54, 0
4358, 2, 0
4359, 3, 0
4360, 4, 0
4361, 54, 0
4362, 15, 0
4363, 5, 0
4364, 8, 0
4365, 7, 0
4366, 16, 0
4367, 248, 0
4368, 1, 0
4369, 454, 0
4370, 57, 0
4371, 259, 0
4372, 5, 0
4373, 44, 0
4374, 1, 0
4375, 1, 0
4376, 7, 0
4377, 52, 0
4378, 22, 0
4379, 6, 0
4380, 17, 0
4381, 5, 0
4382, 22, 0
4383, 240, 0
4384, 0, 0
4385, 446, 0
4386, 61, 0
4387, 281, 0
4388, 10, 0
4389, 46, 0
4390, 0, 0
4391, 1, 0
4392, 6, 0
4393, 63, 0
4394, 29, 0
4395, 5, 0
4396, 18, 0
4397, 10, 0
4398, 15, 0
4399, 273, 0
4400, 1, 0
4401, 462, 0
4402, 41, 0
4403, 264, 0
4404, 11, 0
4405, 55, 0
4406, 3, 0
4407, 4, 0
4408, 7, 0
4409, 54, 0
4410, 27, 0
4411, 8, 0
4412, 23, 0
4413, 10, 0
4414, 18, 0
4415, 253, 0
4416, 0, 0
4417, 416, 0
4418, 39, 0
4419, 253, 0
4420, 15, 0
4421, 69, 0
4422, 1, 0
4423, 5, 0
4424, 6, 0
4425, 53, 0
4426, 16, 0
4427, 4, 0
4428, 22, 0
4429, 14, 0
4430, 18, 0
4431, 244, 0
4432, 3, 0
4433, 465, 0
4434, 44, 0
4435, 247, 0
4436, 10, 0
4437, 50, 0
4438, 2, 0
4439, 2, 0
4440, 1, 0
4441, 47, 0
4442, 23, 0
4443, 4, 0
4444, 16, 0
4445, 11, 0
4446, 26, 0
4447, 269, 0
4448, 0, 0
4449, 407, 0
4450, 37, 0
4451, 245, 0
4452, 12, 0
4453, 63, 0
4454, 0, 0
4455, 1, 0
4456, 6, 0
4457, 56, 0
4458, 23, 0
4459, 6, 0
4460, 22, 0
4461, 5, 0
4462, 20, 0
4463, 232, 0
4464, 1, 0
4465, 441, 0
4466, 43, 0
4467, 271, 0
4468, 10, 0
4469, 34, 0
4470, 0, 0
4471, 0, 0
4472, 3, 0
4473, 53, 0
4474, 11, 0
4475, 6, 0
4476, 24, 0
4477, 10, 0
4478, 16, 0
4479, 241, 0
4480, 0, 0
4481, 458, 0
4482, 45, 0
4483, 233, 0
4484, 16, 0
4485, 50, 0
4486, 1, 0
4487, 1, 0
4488, 3, 0
4489, 76, 0
4490, 21, 0
4491, 5, 0
4492, 20, 0
4493, 6, 0
4494, 13, 0
4495, 246, 0
4496, 2, 0
4497, 428, 0
4498, 58, 0
4499, 273, 0
4500, 9, 0
4501, 54, 0
4502, 1, 0
4503, 1, 0
4504, 6, 0
4505, 54, 0
4506, 31, 0
4507, 4, 0
4508, 30, 0
4509, 11, 0
4510, 15, 0
4511, 244, 0
4512, 0, 0
4513, 427, 0
4514, 45, 0
4515, 248, 0
4516, 12, 0
4517, 40, 0
4518, 0, 0
4519, 1, 0
4520, 7, 0
4521, 63, 0
4522, 19, 0
4523, 2, 0
4524, 15, 0
4525, 11, 0
4526, 13, 0
4527, 235, 0
4528, 0, 0
4529, 466, 0
4530, 47, 0
4531, 280, 0
4532, 13, 0
4533, 57, 0
4534, 0, 0
4535, 2, 0
4536, 2, 0
4537, 54, 0
4538, 23, 0
4539, 4, 0
4540, 17, 0
4541, 8, 0
4542, 23, 0
4543, 254, 0
4544, 0, 0
4545, 460, 0
4546, 46, 0
4547, 270, 0
4548, 10, 0
4549, 54, 0
4550, 2, 0
4551, 4, 0
4552, 3, 0
4553, 53, 0
4554, 30, 0
4555, 3, 0
4556, 25, 0
4557, 9, 0
4558, 24, 0
4559, 231, 0
4560, 2, 0
4561, 409, 0
4562, 42, 0
4563, 252, 0
4564, 13, 0
4565, 61, 0
4566, 1, 0
4567, 1, 0
4568, 5, 0
4569, 58, 0
4570, 28, 0
4571, 6, 0
4572, 19, 0
4573, 12, 0
4574, 21, 0
4575, 247, 0
4576, 0, 0
4577, 474, 0
4578, 49, 0
4579, 271, 0
4580, 6, 0
4581, 43, 0
4582, 1, 0
4583, 4, 0
4584, 2, 0
4585, 51, 0
4586, 33, 0
4587, 1, 0
4588, 16, 0
4589, 7, 0
4590, 20, 0
4591, 270, 0
4592, 1, 0
4593, 423, 0
4594, 63, 0
4595, 263, 0
4596, 15, 0
4597, 40, 0
4598, 2, 0
4599, 3, 0
4600, 5, 0
4601, 48, 0
4602, 23, 0
4603, 10, 0
4604, 18, 0
4605, 6, 0
4606, 16, 0
4607, 220, 0
4608, 0, 0
4609, 447, 0
4610, 42, 0
4611, 265, 0
4612, 8, 0
4613, 40, 0
4614, 2, 0
4615, 2, 0
4616, 1, 0
4617, 59, 0
4618, 20, 0
4619, 7, 0
4620, 21, 0
4621, 15, 0
4622, 22, 0
4623, 231, 0
4624, 2, 0
4625, 407, 0
4626, 55, 0
4627, 255, 0
4628, 10, 0
4629, 41, 0
4630, 1, 0
4631, 4, 0
4632, 3, 0
4633, 54, 0
4634, 27, 0
4635, 4, 0
4636, 19, 0
4637, 11, 0
4638, 18, 0
4639, 241, 0
4640, 2, 0
4641, 402, 0
4642, 43, 0
4643, 250, 0
4644, 16, 0
4645, 64, 0
4646, 4, 0
4647, 2, 0
4648, 4, 0
4649, 65, 0
4650, 21, 0
4651, 1, 0
4652, 28, 0
4653, 9, 0
4654, 17, 0
4655, 241, 0
4656, 1, 0
4657, 435, 0
4658, 47, 0
4659, 279, 0
4660, 12, 0
4661, 45, 0
4662, 1, 0
4663, 4, 0
4664, 7, 0
4665, 51, 0
4666, 24, 0
4667, 1, 0
4668, 14, 0
4669, 6, 0
4670, 22, 0
4671, 279, 0
4672, 0, 0
4673, 426, 0
4674, 43, 0
4675, 281, 0
4676, 14, 0
4677, 52, 0
4678, 1, 0
4679, 0, 0
4680, 1, 0
4681, 67, 0
4682, 16, 0
4683, 4, 0
4684, 18, 0
4685, 5, 0
4686, 9, 0
4687, 249, 0
4688, 1, 0
4689, 408, 0
4690, 48, 0
4691, 265, 0
4692, 10, 0
4693, 45, 0
4694, 3, 0
4695, 3, 0
4696, 4, 0
4697, 53, 0
4698, 28, 0
4699, 4, 0
4700, 21, 0
4701, 8, 0
4702, 21, 0
4703, 223, 0
4704, 0, 0
4705, 430, 0
4706, 43, 0
4707, 265, 0
4708, 10, 0
4709, 60, 0
4710, 0, 0
4711, 2, 0
4712, 7, 0
4713, 46, 0
4714, 20, 0
4715, 4, 0
4716, 18, 0
4717, 18, 0
4718, 10, 0
4719, 309, 0
4720, 2, 0
4721, 443, 0
4722, 63, 0
4723, 266, 0
4724, 16, 0
4725, 53, 0
4726, 2, 0
4727, 1, 0
4728, 5, 0
4729, 46, 0
4730, 22, 0
4731, 5, 0
4732, 24, 0
4733, 15, 0
4734, 29, 0
4735, 273, 0
4736, 0, 0
4737, 424, 0
4738, 54, 0
4739, 228, 0
4740, 9, 0
4741, 51, 0
4742, 1, 0
4743, 4, 0
4744, 5, 0
4745, 45, 0
4746, 23, 0
4747, 2, 0
4748, 17, 0
4749, 6, 0
4750, 32, 0
4751, 275, 0
4752, 0, 0
4753, 446, 0
4754, 56, 0
4755, 269, 0
4756, 5, 0
4757, 52, 0
4758, 4, 0
4759, 4, 0
4760, 3, 0
4761, 54, 0
4762, 25, 0
4763, 7, 0
4764, 13, 0
4765, 10, 0
4766, 9, 0
4767, 281, 0
